time_slot,task_id,device_id,mode,server_id,partial_ratio,latency_s,energy_j,reliability,success,deadline_violation,failed_due_to_battery,failed_due_to_channel,failed_due_to_server,data_size_mb,output_size_mb,cpu_cycles_mi,deadline_s,priority,arrival_time,tx_time_s,rx_time_s,queue_delay_s,edge_compute_time_s,local_compute_time_s,execution_overhead_s,policy_overhead_s,prediction_overhead_s,fuzzy_overhead_s,drl_overhead_s,simulator_apply_overhead_s,online_overhead_s
0,312,15,edge,2,1.0,0.1582818289573297,0.015920921638744208,0.8864895195472,1,0,0,0,0,0.44846149955520537,0.46277335500390604,660.1236384047318,7.70400667911925,1,0,0.018618422763670355,0.019212596790963075,0.049932608982789305,0.07051820041990697,0.0,0.08776362853742273,0.00015142000000878397,0.0,0.0,0.0,1.165999998420375e-05,0.00016307999999298772
0,336,16,edge,3,1.0,0.5577909140180439,0.17367550258915937,0.8922990112860415,1,0,0,0,0,7.010317497516084,0.3679500796900413,2638.0716545576124,3.0049060143323656,3,0,0.18021985446095734,0.009459187809130288,0.2652422385501709,0.10286963319778548,0.0,0.4549212808202585,0.00014736399998582783,0.0,0.0,0.0,1.1846000006698887e-05,0.00015920999999252672
0,370,18,edge,2,1.0,0.4223270467010757,0.023117510379875656,0.9320342738801628,1,0,0,0,0,2.0246992216437607,0.19929198464382825,2143.0136450763857,6.887428802345194,3,0,0.06641040162449548,0.006536803392453758,0.1204508094026963,0.22892903228143016,0.0,0.19339801441964555,0.0001473859999805427,0.0,0.0,0.0,1.1565999983531583e-05,0.00015895199996407428
0,385,19,edge,0,1.0,0.6292549821733263,0.07266245391178267,0.8908295493232988,1,0,0,0,0,4.074306851373685,0.4803724557026579,4071.3324435032036,2.1215807144597756,5,0,0.09809500309663266,0.011565682028539814,0.1986120540461546,0.32098224300199923,0.0,0.3082727391713271,0.00014761100001692284,0.0,0.0,0.0,1.1688999990155935e-05,0.00015930000000707878
1,2,0,edge,3,1.0,0.24558389993471497,0.006693183486655586,0.958682521654086,1,0,0,0,0,0.5095540639802001,0.8056311169900359,5772.404227049204,6.905068035063839,1,1,0.00793990796966862,0.012553401844030379,0.0,0.22509059012101598,0.0,0.020493309813699,0.0001766469999893161,0.0,0.0,0.0,1.3093999996272032e-05,0.00018974099998558813
1,29,1,edge,1,1.0,0.38042864810586974,0.08426293484782953,0.8720862288683016,1,0,0,0,0,2.647723509897403,0.32598606069152847,4402.566103089881,3.912631123642999,4,1,0.1645366140763346,0.02025764490203321,0.0,0.19563438912750192,0.0,0.18479425897836782,0.00015919099999450737,0.0,0.0,0.0,1.2083999990863958e-05,0.00017127499998537132
1,86,4,edge,0,1.0,0.11985924635962421,0.02029153489680534,0.9057125093629339,0,0,0,1,0,1.2105153238168855,0.8187351518236757,970.263063940567,4.370308450855706,2,1,0.025868119915896336,0.017495969419002746,0.0,0.07649515702472512,0.0,0.04336408933489908,0.00016355100001419487,0.0,0.0,0.0,1.159200002120997e-05,0.00017514300003540484
1,132,6,edge,3,1.0,0.5485652077572136,0.04045385143059991,0.8874033503910671,1,0,0,0,0,2.4354403796301507,0.6131864289990406,5946.61466892889,7.625508918215195,4,1,0.07316867529729248,0.018422146193925928,0.22509059012101598,0.23188379614497923,0.0,0.3166814116122344,0.00016487700000311634,0.0,0.0,0.0,1.2040999990858836e-05,0.00017691799999397517
1,152,7,edge,4,1.0,0.5311538725673752,0.07627186832247962,0.9291841714970371,1,0,0,0,0,1.7158490028990143,0.48166965023704433,5858.25927084884,4.542768931363754,2,1,0.07742365992144946,0.021734212702533055,0.0,0.4319959999433927,0.0,0.09915787262398251,0.0001596609999978682,0.0,0.0,0.0,1.1416000006647664e-05,0.00017107700000451587
1,293,14,edge,0,1.0,0.47655953831290454,0.006633826370954588,0.9711897065692584,1,0,0,0,0,2.266721452981272,0.37631617116462474,4751.271475178678,3.7808303752008467,3,1,0.021848734025750296,0.0036272793565132154,0.07649515702472512,0.37458836790591593,0.0,0.10197117040698864,0.0001735140000107549,0.0,0.0,0.0,1.2545000004138274e-05,0.00018605900001489317
1,334,16,edge,1,1.0,0.6380742431103952,0.1761976383382949,0.8801704280498969,1,0,0,0,0,3.5771276896507502,0.7189268522838811,5015.172913542679,4.535297287382026,2,1,0.1828370280453933,0.03674636760491152,0.19563438912750192,0.22285645833258838,0.0,0.41521778477780674,0.00015078999999218468,0.0,0.0,0.0,1.1905000008027855e-05,0.00016269500000021253
1,360,18,edge,2,1.0,0.6632614243000579,0.036372009158252616,0.9321455128120097,0,0,0,1,0,3.1896332630127118,0.2357703657101358,5158.409686944237,1.415691278836803,4,1,0.10448701855854324,0.007723440454167131,0.0,0.5510509652873474,0.0,0.11221045901271037,0.00036853800000358206,0.0,0.0,0.0,2.575799999249284e-05,0.0003942959999960749
1,363,18,edge,3,1.0,0.6344248998726236,0.005956913665541961,0.9875609222311472,1,0,0,0,0,1.767191749920326,0.7870542146709926,3916.3836562146416,6.478831961660459,3,1,0.017112613878848618,0.007621445085397416,0.45697438626599524,0.15271645464238237,0.0,0.48170844523024126,0.0003209720000256766,0.0,0.0,0.0,1.6964000025154746e-05,0.00033793600005083135
1,377,18,edge,1,1.0,0.7308691597173986,0.040966374451056775,0.8795938265294546,1,0,0,0,0,1.819287808404287,0.5311952473837155,3608.1004581275092,7.502048844948118,1,1,0.11768539672691104,0.03436175581401478,0.4184908474600903,0.16033115971638243,0.0,0.5705380000010161,0.00016710199997760355,0.0,0.0,0.0,1.254899999025838e-05,0.00017965099996786194
1,380,19,edge,3,1.0,0.9050797170428206,0.07027260366017783,0.9103268107401175,1,0,0,0,0,3.9437916440496417,0.042192498108323394,5116.273041502942,6.338675571753505,5,1,0.09486868255265156,0.0010149488285419927,0.6096908409083777,0.19950524475324935,0.0,0.7055744722895712,0.00016070800000989038,0.0,0.0,0.0,1.2145999988888434e-05,0.00017285399999877882
2,41,2,edge,3,1.0,0.1621543483927735,0.06372338345890885,0.8703539303063841,1,0,0,0,0,2.769586080400237,0.9379102935193039,1184.2425500457152,4.358497532714348,2,2,0.0866365433579462,0.02933915157408886,0.0,0.046178653460738434,0.0,0.11597569493203505,0.0001532949999898392,0.0,0.0,0.0,1.2597999983654518e-05,0.00016589299997349372
2,48,2,edge,3,1.0,0.22857077289775235,0.011709449347172357,0.8703539303063841,1,0,0,0,0,0.5089235090913284,0.46376325019527953,3897.1155993121865,4.630602134511887,4,2,0.0159198423090346,0.014507165968843647,0.046178653460738434,0.1519651111591357,0.0,0.07660566173861669,0.0001480529999753344,0.0,0.0,0.0,1.2079999976322142e-05,0.00016013299995165653
2,92,4,edge,0,1.0,0.31034275420901997,0.1156733573472599,0.9058366923282877,1,0,0,0,0,6.907127652785654,0.45911066089041913,1941.6374651893996,2.7911833371051014,3,2,0.1474630822237278,0.009801740541072763,0.0,0.1530779314442194,0.0,0.15726482276480058,0.00016834399997378569,0.0,0.0,0.0,1.1070999988760377e-05,0.00017941499996254606
2,97,4,edge,1,1.0,0.15210093967549604,0.011204780925833024,0.8662325068521963,1,0,0,0,0,0.2446349491126097,0.531285702408996,2403.327070906011,6.200315218242869,4,2,0.014284114932401174,0.031021512104790323,0.0,0.10679531263830455,0.0,0.0453056270371915,0.00015626600000473445,0.0,0.0,0.0,1.1378000010608957e-05,0.0001676440000153434
2,99,4,edge,4,1.0,0.3406451351461063,0.11787960311106407,0.9053877530224661,1,0,0,0,0,2.695147166125088,0.06088761747246231,2535.54475413748,1.65030171177223,1,2,0.15027565555897657,0.003394963639129827,0.0,0.18697451594799988,0.0,0.1536706191981064,0.00015114200002130929,0.0,0.0,0.0,1.1493999977574276e-05,0.00016263599999888356
2,119,5,edge,3,1.0,0.5320211379584087,0.0770322806678185,0.9612823290664954,1,0,0,0,0,7.516081449568047,0.05236399184952244,5533.781274157153,5.087086840213448,5,2,0.11727466295181121,0.0008170440323417541,0.19814376461987415,0.2157856663543816,0.0,0.3162354716040271,0.00014525599999615224,0.0,0.0,0.0,1.1387999990120079e-05,0.00015664399998627232
2,130,6,partial,2,0.75,0.365561024447541,0.6443969771422722,0.8498047741091921,1,0,0,0,0,4.954486597724743,0.5980998875287405,1178.887203557585,5.799364146593208,1,2,0.2150872315633593,0.025965081642564256,0.0,0.09445162912265766,0.365561024447541,0.24105231320592355,0.0001447799999994004,0.0,0.0,0.0,1.4776000000438216e-05,0.0001595559999998386
2,139,6,edge,1,1.0,0.3776199388775641,0.05818388276679269,0.8424672820556561,1,0,0,0,0,1.4149519908344612,0.9047518233772722,2212.0788141251055,2.997476933972186,1,2,0.10523689278393272,0.06729081357500338,0.10679531263830455,0.09829691988032345,0.0,0.27932301899724066,0.00014325700001904806,0.0,0.0,0.0,1.1433999986820709e-05,0.00015469100000586877
2,147,7,edge,1,1.0,0.5721302975043532,0.10277054903360362,0.917581145315853,1,0,0,0,0,2.6707196520506624,0.294776129583138,5653.043187351092,4.279981694718712,1,2,0.10432250072433644,0.011514418208718319,0.20509223251862801,0.2512011460526704,0.0,0.32092915145168277,0.00015869700001758247,0.0,0.0,0.0,1.1513000004015339e-05,0.0001702100000215978
2,177,8,edge,0,1.0,0.7313677173283016,0.06225414219074684,0.952008073868508,1,0,0,0,0,7.594083062076354,0.04943452825758411,5968.841554932089,5.037020716379143,3,2,0.10701206648411474,0.0006966069479710217,0.1530779314442194,0.47058111245199646,0.0,0.2607866048763052,0.00014547800000741518,0.0,0.0,0.0,1.1559000000715969e-05,0.00015703700000813114
2,189,9,edge,2,1.0,0.6645000105968137,0.04614051384843305,0.943252290488678,1,0,0,0,0,4.19352669549576,0.7649821789250913,4033.837656467046,2.673918591179552,4,2,0.11766604906625461,0.021464613709718822,0.09445162912265766,0.43091771869818263,0.0,0.2335822918986311,0.0001487530000190418,0.0,0.0,0.0,1.1529999994763784e-05,0.00016028300001380558
2,204,10,edge,3,1.0,0.7589437430728732,0.08733710587103162,0.9243120085845898,1,0,0,0,0,5.7847115179359205,0.8657355202983329,5097.701986529603,3.1875334075110255,5,2,0.12719702227516283,0.01903620948397423,0.4139294309742557,0.1987810803394804,0.0,0.5601626627333928,0.0001469980000194937,0.0,0.0,0.0,1.1540999992121215e-05,0.00015853900001161492
2,240,12,edge,4,1.0,0.7013626379273823,0.04609417413646599,0.8752159102350058,1,0,0,0,0,1.6711248432402792,0.41484111916739,4546.744577856702,1.9188920749128213,3,2,0.1434859517454805,0.03561904608603484,0.18697451594799988,0.3352831241478671,0.0,0.3660795137795152,0.000166341999999986,0.0,0.0,0.0,1.2005999991515637e-05,0.00017834799999150164
2,266,13,edge,1,1.0,0.7295558033718215,0.027568607736730404,0.8865545545526385,1,0,0,0,0,0.7418019684965069,0.37869601490197835,4835.5425541443,5.459047735684409,3,2,0.03865460627298944,0.019733494887935236,0.4562933785712984,0.21487432363959838,0.0,0.5146814797322231,0.0001677489999849513,0.0,0.0,0.0,1.2392000002137138e-05,0.00018014099998708843
2,268,13,edge,3,1.0,0.9573064398514831,0.11652040597108634,0.9285418173095658,1,0,0,0,0,7.734232840208249,0.4771708567863084,4388.857795629516,4.511205057580946,2,2,0.16337605651301576,0.010079641313537826,0.6127105113137361,0.17114023071119347,0.0,0.7861662091402897,0.00018179799999984425,0.0,0.0,0.0,1.1994000004733607e-05,0.00019379200000457786
2,313,15,partial,2,0.5,0.6069060487235636,0.6541978833244843,0.8828420815529259,0,0,0,1,0,2.7387486505229126,0.21922645563594936,378.0382903056576,4.243085450227397,2,2,0.05679811561411734,0.00454647401487771,0.5253693478208403,0.020192111273728212,0.4594345088355752,0.5867139374498354,0.0001573700000108147,0.0,0.0,0.0,1.567099999988386e-05,0.00017304100001069855
2,362,18,edge,3,1.0,0.982931354857499,0.014396317252391926,0.9875338982820411,1,0,0,0,0,4.265508785583148,0.699549049024348,3870.8600532284036,3.0223350991593896,1,2,0.04135675489854126,0.006782562178230831,0.7838507420249295,0.15094129575579737,0.0,0.8319900591017017,0.00015249000000494561,0.0,0.0,0.0,1.1897000007365932e-05,0.00016438700001231155
3,9,0,edge,3,1.0,0.16655841094685248,0.041492408665931034,0.9586786608709111,1,0,0,0,0,3.1586930691700283,0.2677190593766206,2902.1072847826554,5.429329349530502,3,3,0.04922110784863435,0.0041717977676678985,0.0,0.11316550533055023,0.0,0.05339290561630225,0.000199473999998645,0.0,0.0,0.0,1.365400001418493e-05,0.00021312800001282994
3,13,0,edge,0,1.0,0.13347541985136385,0.021965793742174493,0.839187924740885,1,0,0,0,0,0.804863264337822,0.7679173323734516,1047.150233260528,1.499049817622587,5,3,0.026057313555097945,0.02486119518762225,0.0,0.08255691110864366,0.0,0.05091850874272019,0.00023023500000363128,0.0,0.0,0.0,1.434900002550421e-05,0.0002445840000291355
3,31,1,edge,4,1.0,0.10313488294530831,0.03206413583464143,0.9713333174893479,1,0,0,0,0,1.9720001071241562,0.14240825453411238,488.2363705946933,4.275023359898052,5,3,0.06261026100079473,0.004521408468912941,0.0,0.03600321347560065,0.0,0.06713166946970767,0.00017196100000660408,0.0,0.0,0.0,1.1531000012610093e-05,0.00018349200001921417
3,81,4,edge,0,1.0,0.41961500747489816,0.11443923431233477,0.9059931840155055,1,0,0,0,0,6.841552505655991,0.7604155739332934,2219.1022107427225,1.0812347730298304,3,3,0.14588979351881867,0.016215160371554464,0.08255691110864366,0.17495314247588137,0.0,0.2446618649990168,0.00013829099998474703,0.0,0.0,0.0,1.1091999994050639e-05,0.00014938299997879767
3,138,6,edge,4,1.0,0.18325246878492885,0.03894515666432142,0.9596867004202368,1,0,0,0,0,1.9096898349790585,0.044925441111340336,1019.1329701160538,5.2491090587780675,2,3,0.070439906748124,0.001657098354160665,0.03600321347560065,0.07515225020704354,0.0,0.10810021857788532,0.00013846699999930934,0.0,0.0,0.0,1.0914999990063734e-05,0.00014938199998937307
3,140,7,edge,3,1.0,0.365497242751608,0.1059620308031469,0.9494451206419373,1,0,0,0,0,6.408258071187768,0.6828496956474818,3418.6569620535042,5.134346314133389,1,3,0.10756217748334664,0.011461585869632427,0.11316550533055023,0.13330797406807868,0.0,0.2321892686835293,0.0001399660000060976,0.0,0.0,0.0,1.0927999994692073e-05,0.00015089400000078967
3,142,7,edge,1,1.0,0.40574607740112806,0.16298938358035658,0.9179068145564164,1,0,0,0,0,4.246784914825656,0.03482953320286969,5377.082725008718,1.0014057154292997,1,3,0.1654507078780046,0.001356925542275038,0.0,0.23893844398084846,0.0,0.16680763342027963,0.00014868100001308449,0.0,0.0,0.0,1.1029999996026163e-05,0.00015971100000911065
3,149,7,edge,3,1.0,0.5464633140247752,0.06832382668017549,0.9494451206419373,1,0,0,0,0,4.132015123332892,0.4466800849771068,5722.298271501527,7.615790230503787,2,3,0.06935559384820884,0.007497494958045383,0.2464734793986289,0.22313674581989204,0.0,0.32332656820488315,0.00013325400001917842,0.0,0.0,0.0,1.0712000005241862e-05,0.00014396600002442028
3,180,9,edge,2,1.0,0.38985303716434616,0.05116058250575765,0.9431535305762325,1,0,0,0,0,4.643581567472132,0.025781186191706842,2421.3321259101604,7.705278674493129,3,3,0.13046806611550305,0.0007243593023448897,0.0,0.25866061174649824,0.0,0.13119242541784792,0.00013471899998762638,0.0,0.0,0.0,1.0717999998632877e-05,0.00014543699998625925
3,193,9,edge,1,1.0,0.8389398501334457,0.12490694608559688,0.9106972138590301,1,0,0,0,0,6.553615176390833,0.49559996934201284,5792.080517504386,2.6187458586556756,1,3,0.31853366208930917,0.024088273253297626,0.23893844398084846,0.2573794708099905,0.0,0.5815603793234552,0.00014011199999686141,0.0,0.0,0.0,1.1130000018511055e-05,0.00015124200001537247
3,196,9,edge,4,1.0,0.7357085998584333,0.08541043987567226,0.8685903392925762,1,0,0,0,0,2.56315502110479,0.1453088435743692,5348.344368484644,4.098879246289576,3,3,0.21781094684368238,0.012348007257887952,0.11115546368264419,0.3943941820742187,0.0,0.3413144177842145,0.00013250000000653017,0.0,0.0,0.0,1.0616999986723386e-05,0.00014311699999325356
3,231,11,partial,0,0.75,0.4718694234669885,0.613372388721043,0.8850660681397848,1,0,0,0,0,7.16946877333969,0.3675052551742768,898.8863858635028,5.152008457308917,4,3,0.15334790691619812,0.007860577044598346,0.257510053584525,0.053150885921667064,0.30835980764848575,0.41871853754532146,0.0001325489999999263,0.0,0.0,0.0,1.3857999988431402e-05,0.0001464069999883577
3,232,11,edge,0,1.0,0.7049662548897958,0.06664802469003854,0.8919896240591128,1,0,0,0,0,7.154646320415179,0.14000767999955652,2362.661757576064,4.209948422905206,1,3,0.20404115891007094,0.0039928359843456425,0.31066093950619206,0.18627132048918715,0.0,0.5186949344006087,0.00013234400000783353,0.0,0.0,0.0,1.0298000006514485e-05,0.00014264200001434801
3,270,13,edge,3,1.0,0.7281102223688966,0.04086462032315976,0.9283937688428876,0,1,0,0,0,2.709240804751555,0.37530210754161586,4956.256862318141,0.660199549339096,1,3,0.05729726448907289,0.007937199263130985,0.46961022521852097,0.19326553339817173,0.0,0.5348446889707248,0.00014495499999611638,0.0,0.0,0.0,1.0849999995343751e-05,0.00015580499999146014
3,286,14,edge,2,1.0,0.5698846646441378,0.025236127218918204,0.8728552665715448,1,0,0,0,0,1.4255895840141444,0.7052681350949123,1750.4095517650871,2.433768139975297,3,3,0.08311604805640997,0.0411191978859336,0.25866061174649824,0.1869888069552959,0.0,0.3828958576888418,0.0001348350000114351,0.0,0.0,0.0,1.0744999997314153e-05,0.00014558000000874927
3,375,18,partial,2,0.75,0.7349225021123419,0.805573034730489,0.924471982308756,0,0,0,1,0,5.648259348745949,0.13361910003781663,1837.9301826530716,3.861028089113243,4,3,0.1387373203729424,0.0032820652780412222,0.44564941870179414,0.1472536977595641,0.6300176687388487,0.5876688043527778,0.00014059499997642888,0.0,0.0,0.0,1.3976999980513938e-05,0.00015457199995694282
3,379,18,edge,3,1.0,0.8674567291967935,0.017918514407393973,0.9874086961344449,1,0,0,0,0,5.27878693806789,0.303126499736765,3850.567649598359,7.076815925415809,5,3,0.05147508182132123,0.0029558801215553076,0.6628757586166927,0.15015000863722433,0.0,0.7173067205595692,0.0001365189999944505,0.0,0.0,0.0,1.0492000001249835e-05,0.00014701099999570033
4,7,0,edge,3,1.0,0.2586840503564799,0.036148199015956735,0.9586805338798619,1,0,0,0,0,2.7519120218747144,0.7276063862680228,5243.458309162429,7.197108186430921,1,4,0.042881444088331055,0.011337867025926781,0.0,0.20446473924222208,0.0,0.05421931111425784,0.00013980500000343454,0.0,0.0,0.0,1.1373999996067141e-05,0.00015117899999950168
4,70,3,edge,1,1.0,0.24665089526508632,0.07009920260229723,0.9263704652622603,1,0,0,0,0,2.8819373751122703,0.27186823369312657,2794.4419214363884,4.169353855784839,1,4,0.11191801667237908,0.010557812176599521,0.0,0.12417506641610773,0.0,0.1224758288489786,0.00014811799999847608,0.0,0.0,0.0,1.1242999988780866e-05,0.00015936099998725695
4,72,3,edge,0,1.0,0.10779995533248406,0.032476177245076704,0.9100021026983631,1,0,0,0,0,2.4099849617943665,0.9624750893818536,447.01036779413073,1.8780433871087205,3,4,0.051850366501180724,0.02070746785720563,0.0,0.03524212097409771,0.0,0.07255783435838635,0.00013418899999351197,0.0,0.0,0.0,1.0564999996631741e-05,0.0001447539999901437
4,108,5,edge,3,1.0,0.45257421171829115,0.04097885485619451,0.9612926209020249,1,0,0,0,0,3.9988283955546975,0.5335540008675523,4549.357313066923,3.7826452891064655,4,4,0.06238659104661687,0.008324091949135241,0.20446473924222208,0.17739878948031695,0.0,0.2751754222379742,0.00013468200000943398,0.0,0.0,0.0,1.0373999998591898e-05,0.00014505600000802588
4,110,5,edge,2,1.0,0.11922929111992486,0.04015764963403221,0.9517718440342788,1,0,0,0,0,2.625226419055571,0.7857685524691291,372.5122604115036,7.034526155125645,3,4,0.06113638055293244,0.018299010287867533,0.0,0.03979390027912488,0.0,0.07943539084079998,0.00013756800001374359,0.0,0.0,0.0,1.0551999992003402e-05,0.000148120000005747
4,111,5,edge,0,1.0,0.4053830661785366,0.06593936402761352,0.8793889757124531,1,0,0,0,0,3.7548546461300814,0.6685204863250275,3194.8565389943715,1.7404832566804673,3,4,0.10038670313997018,0.01787301345282863,0.03524212097409771,0.2518812286116401,0.0,0.1535018375668965,0.0001338140000086696,0.0,0.0,0.0,1.0368999994625483e-05,0.0001441830000032951
4,116,5,edge,1,1.0,0.36505453644832003,0.036504634220177586,0.9135892427993755,1,0,0,0,0,1.288282290120694,0.4491234204852702,3734.092845304652,7.51693169038274,4,4,0.055574995797040797,0.019374660660345704,0.12417506641610773,0.16592981357482578,0.0,0.19912472287349423,0.00013278299999797127,0.0,0.0,0.0,1.0446999993973805e-05,0.00014322999999194508
4,163,8,partial,2,0.5,0.24964276863602788,0.2850389141350874,0.8764978919415713,1,0,0,0,0,7.394746364152204,0.15903141382498423,375.58793173536304,2.4772452859961174,4,4,0.1743968919134518,0.0037505795225282117,0.03979390027912488,0.02006123058206093,0.24964276863602788,0.21794137171510491,0.00013325500000860302,0.0,0.0,0.0,3.250899999329704e-05,0.00016576400000190006
4,167,8,edge,1,1.0,0.6468998894023172,0.08303612806852623,0.9390271482721442,1,0,0,0,0,4.140261548883882,0.8796709641683578,4134.737122145797,1.207691308599692,5,4,0.1427353641822945,0.030326624042630538,0.2901048799909335,0.18373302118645876,0.0,0.4631668682158585,0.00015393799998264512,0.0,0.0,0.0,1.1459999996077386e-05,0.0001653979999787225
4,219,10,edge,4,1.0,0.6164713152233765,0.20030590661059558,0.8879368420852771,1,0,0,0,0,4.526782689024901,0.4546874464196857,4006.511799236924,7.6982815502889945,4,4,0.29172382815864956,0.029301862182786558,0.0,0.2954456248819405,0.0,0.32102569034143613,0.00014350000000717955,0.0,0.0,0.0,1.1332000013908328e-05,0.00015483200002108788
4,275,13,edge,3,1.0,0.6552424948823332,0.05974977005741673,0.9280856677456726,1,0,0,0,0,3.9515388954881248,0.3486861917177977,4672.736875999727,6.737816371846981,2,4,0.08377658598239437,0.007392496820586469,0.381863528722539,0.1822098833568133,0.0,0.47303261152551984,0.0001493909999794596,0.0,0.0,0.0,1.1287999996056897e-05,0.0001606789999755165
4,320,16,edge,0,1.0,0.8734168118903315,0.13782090592327692,0.8988147279631256,1,0,0,0,0,6.605235872533593,0.11381705503260943,5591.287921809118,6.759180776556964,1,4,0.14301420313679072,0.0024643261411074024,0.28712334958573776,0.4408149330266956,0.0,0.4326018788636359,0.00014870500001507025,0.0,0.0,0.0,1.1202000024468362e-05,0.00015990700003953862
4,351,17,edge,2,1.0,0.6683522467083443,0.07491802260086802,0.9388538654705139,1,0,0,0,0,4.077154632914913,0.16286973073994956,4599.131863170477,6.060744056598912,4,4,0.11268981174482422,0.004501609810882578,0.05985513086118582,0.49130569429145166,0.0,0.1770465524168926,0.00014388400001053014,0.0,0.0,0.0,1.1360999991438803e-05,0.00015524500000196895
4,393,19,edge,3,1.0,0.9411829759727709,0.10537772876825394,0.9104254270243053,1,0,0,0,0,5.91807357374344,0.14227881619491609,5934.938069643316,6.501584229394545,1,4,0.14226093495807157,0.0034201530556189487,0.5640734120793522,0.23142847587972817,0.0,0.7097545000930428,0.0001474940000036895,0.0,0.0,0.0,3.069899997854009e-05,0.0001781929999822296
5,26,1,edge,3,1.0,0.26386753993949846,0.015251131277815156,0.9118142004890407,1,0,0,0,0,1.1623750313650796,0.10997371488857728,5930.868016525242,1.3756736382619124,1,5,0.029780229062957037,0.002817543677310402,0.0,0.231269767199231,0.0,0.03259777274026744,0.00015791500001682834,0.0,0.0,0.0,1.2808000008135423e-05,0.00017072300002496377
